Object_Id  Timestamp Type Lat Lng 

0 0 newpoint 47.4875897 -122.1858745
0 1 point 47.4876497 -122.1862791
0 2 point 47.4880566 -122.187429
0 3 point 47.4881733 -122.1879176
0 4 point 47.4882166 -122.188036
0 5 point 47.48829 -122.1881199
0 6 point 47.4887154 -122.1878596
0 7 point 47.4887569 -122.1880441
0 8 point 47.4887894 -122.1882303
0 9 point 47.4887913 -122.1885478
0 10 point 47.4887366 -122.1889295
0 11 point 47.4886374 -122.1894727
0 12 point 47.4885745 -122.1896637
0 13 point 47.4883891 -122.1899649
0 14 point 47.4882252 -122.1901692
0 15 point 47.4880975 -122.1903071
0 16 point 47.4877608 -122.190551
0 17 point 47.4875909 -122.1906813
0 18 point 47.4874272 -122.1908323
0 19 point 47.488106 -122.1908307
0 20 point 47.4888044 -122.1907982
0 21 point 47.4888084 -122.1916192
0 22 point 47.4888307 -122.1918437
0 23 point 47.4888889 -122.1920215
0 24 point 47.4889635 -122.1921487
0 25 point 47.4890665 -122.1922541
0 26 point 47.4891645 -122.1923278
0 27 point 47.4892791 -122.1923713
0 28 point 47.4893887 -122.1923573
0 29 point 47.489514 -122.1923394
0 30 point 47.489637 -122.1922956
0 31 point 47.4897402 -122.1922066
0 32 point 47.4898246 -122.1920897
0 33 point 47.4899161 -122.1919083
0 34 point 47.4899863 -122.191731
0 35 point 47.4902775 -122.1907768
0 36 point 47.4904114 -122.1904291
0 37 point 47.49059 -122.1901065
0 38 point 47.4907218 -122.1899278
0 39 point 47.4908483 -122.1897996
0 40 point 47.4909793 -122.1897089
0 41 point 47.4911147 -122.1896247
0 42 point 47.4912423 -122.1895912
0 43 point 47.4916819 -122.1895907
0 44 point 47.4916421 -122.1902987
0 45 point 47.491527 -122.1903324
0 46 point 47.4913187 -122.1903961
0 47 point 47.4912342 -122.1904619
0 48 point 47.4911068 -122.1905624
0 49 point 47.4909996 -122.190715
0 50 point 47.4908971 -122.1909215
0 51 point 47.4908471 -122.1910694
0 52 point 47.490695 -122.191561
0 53 point 47.4912191 -122.1914039
0 54 point 47.4917062 -122.1912751
0 55 point 47.4921296 -122.1912837
0 56 point 47.4925414 -122.191361
0 57 point 47.4929357 -122.1914725
0 58 point 47.4934867 -122.1916785
0 59 point 47.4940202 -122.1920304
0 60 point 47.4943456 -122.192273
0 61 point 47.4952636 -122.1930011
0 62 point 47.4968482 -122.1940384
0 63 point 47.4984603 -122.1949139
0 64 point 47.4991794 -122.1952569
0 65 point 47.4999743 -122.1954924
0 66 point 47.5001466 -122.1955435
0 67 point 47.5004814 -122.1956478
0 68 point 47.50077 -122.1957192
0 69 point 47.5009322 -122.19575
0 70 point 47.5010665 -122.1957497
0 71 point 47.5012332 -122.1957445
0 72 point 47.5013631 -122.1956966
0 73 point 47.501498 -122.1956325
0 74 point 47.5015932 -122.1955696
0 75 point 47.5016843 -122.1954971
0 76 point 47.5017494 -122.1954432
0 77 point 47.501816 -122.1953615
0 78 point 47.5018957 -122.1952671
0 79 point 47.5019742 -122.1951601
0 80 point 47.5021525 -122.1949759
0 81 point 47.5022787 -122.1951924
0 82 point 47.5023702 -122.1953773
0 83 point 47.5024464 -122.1955665
0 84 point 47.5023083 -122.1954491
0 85 point 47.5022288 -122.195391
0 86 point 47.5021427 -122.1953581
0 87 point 47.5020683 -122.195364
0 88 point 47.5020001 -122.195371
0 89 point 47.5019257 -122.1954221
0 90 point 47.5018464 -122.195536
0 91 point 47.5018286 -122.1956186
0 92 point 47.5018159 -122.1957166
0 93 point 47.5018101 -122.1957878
0 94 point 47.5018159 -122.1958482
0 95 point 47.5018456 -122.1959561
0 96 point 47.5018741 -122.1960292
0 97 point 47.5019286 -122.1961159
0 98 point 47.5019778 -122.1961507
0 99 point 47.5020671 -122.1961927
0 100 point 47.5021395 -122.1962248
0 101 point 47.5023036 -122.1962855
0 102 point 47.5029599 -122.1965171
0 103 point 47.5032577 -122.1966244
0 104 point 47.5035496 -122.1967304
0 105 point 47.5040311 -122.1968962
0 106 point 47.504377 -122.1970005
0 107 point 47.5048234 -122.197134
0 108 point 47.5051775 -122.1972453
0 109 point 47.5056255 -122.1973513
0 110 point 47.5060814 -122.1974491
0 111 point 47.5064461 -122.1975225
0 112 point 47.5068395 -122.1976101
0 113 point 47.5070878 -122.1976549
0 114 point 47.5078002 -122.1978149
0 115 point 47.5084681 -122.1979008
0 116 point 47.5089899 -122.1979179
0 117 point 47.5102364 -122.1979866
0 118 point 47.5108335 -122.1980123
0 119 point 47.5113611 -122.1980381
0 120 point 47.511993 -122.198081
0 121 point 47.5126771 -122.1981153
0 122 point 47.5134249 -122.1981583
0 123 point 47.5147639 -122.1982609
0 124 point 47.5151466 -122.1982698
0 125 point 47.5157437 -122.1983042
0 126 point 47.5169495 -122.1983557
0 127 point 47.5178364 -122.1983986
0 128 point 47.5181668 -122.1984072
0 129 point 47.5186711 -122.1983814
0 130 point 47.519158 -122.1983642
0 131 point 47.5195406 -122.1983299
0 132 point 47.5199695 -122.1982956
0 133 point 47.5204448 -122.1982613
0 134 point 47.5207462 -122.1982183
